שם תוכנית,יום שידור,תאריך שידור,שעת התחלה,שעת סיום,משך תוכנית,רייטינג,reception_pct,רייטינג מותאם,נתח,צופים 4+,חשיפה 4+,משך צפייה,כאן 11,קשת 12,רשת 13,עכשיו 14,is_rerun,סטטוס תוכנית,שם תוכנית_מקור,שעת התחלה_שעה,חלקי-יום,משך תוכנית_דק,משך צפייה_דק,ממוצע מתחרים,יתרון מול מתחרים,HUT proxy,תג_עונה,תג_חג,תג_ביטחוני,אירוע_מיוחד,יום_חג,יום_ביטחוני,שבת
מדד גלבוע,שני,2026-03-09,17:54:43,18:56:12,01:01:29,0.83,0.877272727,0.94611399,1.5,20.9,83.1,00:15:21,2.93,12.54,6.33,6.2,FALSE,שידור חי,מדד גלבוע,17,"3. אחה""צ 14–17",61.48333333,15.35,7,-6.17,28.83,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
7 שרון גל,שני,2026-03-09,18:56:12,19:49:37,00:53:25,0.67,0.877272727,0.76373057,1.1,18.7,55.2,00:18:20,3.9,13.63,7.73,7.01,FALSE,שידור חי,7 שרון גל,18,4. פריים-טיים 18–21,53.41666667,18.33333333,8.0675,-7.3975,32.94,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24,שני,2026-03-09,19:50:42,22:06:29,02:15:47,0.8,0.877272727,0.911917098,1.18,24.2,205.3,00:15:52,4.86,18.44,7.65,10.08,FALSE,שידור חי,המהדורה המרכזית איי 24,19,4. פריים-טיים 18–21,135.7833333,15.86666667,10.2575,-9.4575,41.83,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הישראלים איי 24,שני,2026-03-09,22:06:29,23:45:55,01:39:26,0.69,0.877272727,0.786528497,1.22,18.3,202.5,00:08:38,3.2,12.87,7.24,7.33,FALSE,שידור חי,הישראלים איי 24,22,5. לילה 22–01,99.43333333,8.633333333,7.66,-6.97,31.33,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הסיפורים הגדולים לקט,שני,2026-03-09,23:48:45,23:50:45,00:02:00,0.45,0.877272727,0.512953368,1.1,8.2,9.7,00:01:41,2.22,7.02,5.12,4.2,TRUE,לקט,הסיפורים הגדולים לקט,23,5. לילה 22–01,2,1.683333333,4.64,-4.19,19.01,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מיוחד-מתקפה באיראן - לילה ע.איי 24,שני,2026-03-09,23:50:45,"1 day, 0:30:07",00:39:22,0.79,0.877272727,0.900518135,2.03,17.4,73.9,00:07:10,2.07,7.43,3.75,4.86,FALSE,מיוחד/מבזק,מיוחד-מתקפה באיראן - לילה ע.איי 24,23,5. לילה 22–01,39.36666667,7.166666667,4.5275,-3.7375,18.9,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הסיפורים הגדולים לקט,שני,2026-03-09,"1 day, 0:30:07","1 day, 0:40:02",00:09:55,0.71,0.877272727,0.809326425,2.27,13.4,14.1,00:08:04,1.42,4.08,3.79,3.69,TRUE,לקט,הסיפורים הגדולים לקט,24,5. לילה 22–01,9.916666667,8.066666667,3.245,-2.535,13.69,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדשות איי 24 - מבזק מיוחד,שני,2026-03-09,"1 day, 0:40:02","1 day, 0:49:53",00:09:51,0.45,0.877272727,0.512953368,1.53,9,11.5,00:07:47,1.07,4.35,3.37,3.24,FALSE,מיוחד/מבזק,חדשות איי 24 - מבזק מיוחד,24,5. לילה 22–01,9.85,7.783333333,3.0075,-2.5575,12.48,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הסיפורים הגדולים לקט,שני,2026-03-09,"1 day, 0:49:53","1 day, 1:03:17",00:13:24,0.1,0.877272727,0.113989637,0.37,2,2,00:13:00,0.99,4.24,2.65,3.01,TRUE,לקט,הסיפורים הגדולים לקט,24,5. לילה 22–01,13.4,13,2.7225,-2.6225,10.99,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדשות איי 24 - מבזק מיוחד,שני,2026-03-09,"1 day, 1:03:17","1 day, 1:10:24",00:07:07,0.04,0.877272727,0.045595855,0.18,0.8,2,00:03:00,0.65,3.25,2.32,3.04,FALSE,מיוחד/מבזק,חדשות איי 24 - מבזק מיוחד,25,5. לילה 22–01,7.116666667,3,2.315,-2.275,9.3,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הסיפורים הגדולים לקט,שני,2026-03-09,"1 day, 1:10:24","1 day, 1:42:38",00:32:14,0,0.877272727,0,0,0,0,00:00:00,0.64,2.63,2.17,2.47,TRUE,לקט,הסיפורים הגדולים לקט,25,5. לילה 22–01,32.23333333,0,1.9775,-1.9775,7.91,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
7 שרון גל ש.ח,שני,2026-03-09,"1 day, 1:42:38","1 day, 1:47:35",00:04:57,0,0.877272727,0,0,0,0,00:00:00,0.65,2.51,1.98,2.37,TRUE,שידור חוזר,7 שרון גל,25,5. לילה 22–01,4.95,0,1.8775,-1.8775,7.51,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מיוחד-מתקפה באיראן - לילה מאוחרת ע.איי 24,שני,2026-03-09,"1 day, 1:47:35","1 day, 1:59:59",00:12:24,0,0.877272727,0,0,0,0,00:00:00,0.69,2.49,1.8,2.16,FALSE,מיוחד/מבזק,מיוחד-מתקפה באיראן - לילה מאוחרת ע.איי 24,25,5. לילה 22–01,12.4,0,1.785,-1.785,7.14,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מיוחד-מתקפה באיראן - לילה מאוחרת ע.איי 24,שלישי,2026-03-10,02:00:00,02:05:49,00:05:49,0.06,0.877272727,0.068393782,0.35,1.3,2.5,00:03:00,0.63,2.07,1.55,1.99,FALSE,מיוחד/מבזק,מיוחד-מתקפה באיראן - לילה מאוחרת ע.איי 24,2,6. לילה מאוחר 02–05,5.816666667,3,1.56,-1.5,6.3,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
7 שרון גל ש.ח,שלישי,2026-03-10,02:05:49,02:36:36,00:30:47,0.06,0.877272727,0.068393782,0.37,0.8,4,00:06:09,0.72,1.97,1.1,1.57,TRUE,שידור חוזר,7 שרון גל,2,6. לילה מאוחר 02–05,30.78333333,6.15,1.34,-1.28,5.42,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24 ש.ח,שלישי,2026-03-10,02:36:36,02:44:55,00:08:19,0.05,0.877272727,0.056994819,0.32,0.6,1.5,00:03:00,0.69,2.37,0.89,0.92,TRUE,שידור חוזר,המהדורה המרכזית איי 24,2,6. לילה מאוחר 02–05,8.316666667,3,1.2175,-1.1675,4.92,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדשות איי 24 - מבזק מיוחד,שלישי,2026-03-10,02:44:55,02:53:23,00:08:28,0.09,0.877272727,0.102590674,0.62,5.3,10.5,00:04:03,0.76,2.39,0.89,0.83,FALSE,מיוחד/מבזק,חדשות איי 24 - מבזק מיוחד,2,6. לילה מאוחר 02–05,8.466666667,4.05,1.2175,-1.1275,4.96,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24 ש.ח,שלישי,2026-03-10,02:53:23,04:24:10,01:30:47,0.13,0.877272727,0.148186528,0.99,8.4,18.4,00:41:16,0.6,1.22,0.9,0.65,TRUE,שידור חוזר,המהדורה המרכזית איי 24,2,6. לילה מאוחר 02–05,90.78333333,41.26666667,0.8425,-0.7125,3.5,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הישראלים איי 24 ש.ח,שלישי,2026-03-10,04:24:10,06:00:00,01:35:50,0.12,0.877272727,0.136787565,1.21,5.9,23.2,00:24:35,0.33,1.11,0.63,0.6,TRUE,שידור חוזר,הישראלים איי 24,4,6. לילה מאוחר 02–05,95.83333333,24.58333333,0.6675,-0.5475,2.79,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הערביסטים לקט,שלישי,2026-03-10,06:00:00,07:00:00,01:00:00,0.13,0.877272727,0.148186528,0.92,1.8,12.4,00:08:42,0.29,3.26,1.29,1.44,TRUE,לקט,הערביסטים לקט,6,1. בוקר 06–09,60,8.7,1.57,-1.44,6.41,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדר החדשות איי 24,שלישי,2026-03-10,07:00:00,07:28:00,00:28:00,0.21,0.877272727,0.239378238,1.18,3.6,19,00:05:16,0.36,4.56,2.22,2.56,FALSE,שידור חי,חדר החדשות איי 24,7,1. בוקר 06–09,28,5.266666667,2.425,-2.215,9.91,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2026-03-10,07:30:00,07:58:00,00:28:00,0.13,0.877272727,0.148186528,0.68,1.9,9.9,00:05:22,0.76,5.96,2.1,2.41,TRUE,שידור חוזר,חדר החדשות איי 24,7,1. בוקר 06–09,28,5.366666667,2.8075,-2.6775,11.36,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדר החדשות איי 24,שלישי,2026-03-10,08:00:00,08:28:02,00:28:02,0.08,0.877272727,0.09119171,0.37,3,11.2,00:07:34,0.84,6.25,2.74,2.28,FALSE,שידור חי,חדר החדשות איי 24,8,1. בוקר 06–09,28.03333333,7.566666667,3.0275,-2.9475,12.19,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדר החדשות איי 24 ש.ח,שלישי,2026-03-10,08:30:02,08:58:02,00:28:00,0.06,0.877272727,0.068393782,0.24,1.5,9.9,00:04:20,0.97,6.13,2.5,2.49,TRUE,שידור חוזר,חדר החדשות איי 24,8,1. בוקר 06–09,28,4.333333333,3.0225,-2.9625,12.15,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדר החדשות איי 24,שלישי,2026-03-10,09:00:00,12:00:48,03:00:48,0.38,0.877272727,0.433160622,1.25,7.9,89.3,00:15:58,1.55,6.95,2.73,3.39,FALSE,שידור חי,חדר החדשות איי 24,9,1. בוקר 06–09,180.8,15.96666667,3.655,-3.275,15,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מדברים חדשות,שלישי,2026-03-10,12:00:48,14:57:09,02:56:21,0.61,0.877272727,0.695336788,1.59,12.6,96.1,00:23:00,1.85,7.16,2.72,3.88,FALSE,שידור חי,מדברים חדשות,12,2. צהריים 10–13,176.35,23,3.9025,-3.2925,16.22,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מהדורת חמש איי 24 מוקדמת,שלישי,2026-03-10,14:57:09,16:47:38,01:50:29,0.54,0.877272727,0.615544041,1.25,16.4,65,00:16:15,1.81,9.07,3,4.01,FALSE,שידור חי,מהדורת חמש איי 24 מוקדמת,14,"3. אחה""צ 14–17",110.4833333,16.25,4.4725,-3.9325,18.43,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מהדורת חמש איי 24,שלישי,2026-03-10,16:49:13,17:51:49,01:02:36,0.61,0.877272727,0.695336788,1.34,27.7,91.1,00:12:40,1.76,10.62,3.72,4.81,FALSE,שידור חי,מהדורת חמש איי 24,16,"3. אחה""צ 14–17",62.6,12.66666667,5.2275,-4.6175,21.52,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מדד גלבוע,שלישי,2026-03-10,17:52:37,18:57:24,01:04:47,0.96,0.877272727,1.094300518,1.85,34.8,111.9,00:19:40,2.74,12.42,4.83,5.6,FALSE,שידור חי,מדד גלבוע,17,"3. אחה""צ 14–17",64.78333333,19.66666667,6.3975,-5.4375,26.55,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
7 שרון גל,שלישי,2026-03-10,18:57:24,19:47:47,00:50:23,2.23,0.877272727,2.541968912,3.72,52.9,97.1,00:24:16,3.13,13.08,6.82,6.62,FALSE,שידור חי,7 שרון גל,18,4. פריים-טיים 18–21,50.38333333,24.26666667,7.4125,-5.1825,31.88,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24,שלישי,2026-03-10,19:47:47,21:00:00,01:12:13,1.64,0.877272727,1.869430052,2.47,31.9,146.5,00:15:30,3.96,18.32,8.19,9.22,FALSE,שידור חי,המהדורה המרכזית איי 24,19,4. פריים-טיים 18–21,72.21666667,15.5,9.9225,-8.2825,41.33,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מיוחד-מתקפה באיראן - ערב מאוחרת ע.איי 24,שלישי,2026-03-10,21:00:00,21:52:58,00:52:58,0.98,0.877272727,1.117098446,1.26,21.5,88.2,00:12:55,6.09,17.13,18.85,8.74,FALSE,מיוחד/מבזק,מיוחד-מתקפה באיראן - ערב מאוחרת ע.איי 24,21,4. פריים-טיים 18–21,52.96666667,12.91666667,12.7025,-11.7225,51.79,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הישראלים איי 24,שלישי,2026-03-10,21:52:58,23:27:49,01:34:51,0.34,0.877272727,0.387564767,0.51,25.8,100.7,00:22:40,3.45,12.46,18.47,6.59,FALSE,שידור חי,הישראלים איי 24,21,4. פריים-טיים 18–21,94.85,22.66666667,10.2425,-9.9025,41.31,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מדד גלבוע לקט,שלישי,2026-03-10,23:29:44,23:35:45,00:06:01,0.12,0.877272727,0.136787565,0.26,5,10.1,00:02:32,1.64,6.9,7.9,3,TRUE,לקט,מדד גלבוע לקט,23,5. לילה 22–01,6.016666667,2.533333333,4.86,-4.74,19.56,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדשות איי 24 - מבזק מיוחד,שלישי,2026-03-10,23:35:45,23:49:33,00:13:48,0.2,0.877272727,0.227979275,0.43,7,11.9,00:08:14,1.35,8.49,6.33,3.13,FALSE,מיוחד/מבזק,חדשות איי 24 - מבזק מיוחד,23,5. לילה 22–01,13.8,8.233333333,4.825,-4.625,19.5,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הסיפורים הגדולים לקט,שלישי,2026-03-10,23:49:33,"1 day, 0:49:33",01:00:00,0.4,0.877272727,0.455958549,1.14,9.3,65.4,00:08:04,0.77,5.06,3.17,2.52,TRUE,לקט,הסיפורים הגדולים לקט,23,5. לילה 22–01,60,8.066666667,2.88,-2.48,11.92,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מדד גלבוע לקט,שלישי,2026-03-10,"1 day, 0:49:43","1 day, 0:50:16",00:00:33,0.35,0.877272727,0.398963731,1.3,11.2,11.2,00:01:00,0.71,4.67,2.1,2.04,TRUE,לקט,מדד גלבוע לקט,24,5. לילה 22–01,0.55,1,2.38,-2.03,9.87,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מיוחד-מתקפה באיראן - לילה ע.איי 24,שלישי,2026-03-10,"1 day, 0:50:16","1 day, 1:33:29",00:43:13,0.36,0.877272727,0.410362694,1.35,11.4,34.8,00:14:02,0.83,6.48,2.59,2.44,FALSE,מיוחד/מבזק,מיוחד-מתקפה באיראן - לילה ע.איי 24,24,5. לילה 22–01,43.21666667,14.03333333,3.085,-2.725,12.7,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
7 שרון גל ש.ח,שלישי,2026-03-10,"1 day, 1:33:29","1 day, 1:59:59",00:26:30,0.45,0.877272727,0.512953368,2.13,10.5,23,00:12:16,0.78,4.9,2.02,1.94,TRUE,שידור חוזר,7 שרון גל,25,5. לילה 22–01,26.5,12.26666667,2.41,-1.96,10.09,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
7 שרון גל ש.ח,רביעי,2026-03-11,02:00:00,02:21:51,00:21:51,0.39,0.877272727,0.444559585,2.38,7.9,10.4,00:16:40,0.74,3.78,1.02,1.4,TRUE,שידור חוזר,7 שרון גל,2,6. לילה מאוחר 02–05,21.85,16.66666667,1.735,-1.345,7.33,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מדד גלבוע ש.ח,רביעי,2026-03-11,02:21:51,03:23:33,01:01:42,0.17,0.877272727,0.193782383,1.29,3.1,8.3,00:23:27,0.78,2.82,0.82,1.46,TRUE,שידור חוזר,מדד גלבוע,2,6. לילה מאוחר 02–05,61.7,23.45,1.47,-1.3,6.05,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24 ש.ח,רביעי,2026-03-11,03:23:33,03:44:41,00:21:08,0.12,0.877272727,0.136787565,1.13,2.5,3.9,00:13:03,0.56,2,0.61,1.25,TRUE,שידור חוזר,המהדורה המרכזית איי 24,3,6. לילה מאוחר 02–05,21.13333333,13.05,1.105,-0.985,4.54,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מיוחד-מתקפה באיראן - לילה מאוחרת ע.איי 24,רביעי,2026-03-11,03:44:41,04:03:06,00:18:25,0.13,0.877272727,0.148186528,1.11,2.7,8.5,00:05:46,0.21,2.98,1.37,1.64,FALSE,מיוחד/מבזק,מיוחד-מתקפה באיראן - לילה מאוחרת ע.איי 24,3,6. לילה מאוחר 02–05,18.41666667,5.766666667,1.55,-1.42,6.33,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24 ש.ח,רביעי,2026-03-11,04:03:06,04:21:52,00:18:46,0.25,0.877272727,0.284974093,2.18,4.1,9.4,00:08:17,0.33,2.16,0.99,1.52,TRUE,שידור חוזר,המהדורה המרכזית איי 24,4,6. לילה מאוחר 02–05,18.76666667,8.283333333,1.25,-1,5.25,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדשות איי 24 - מבזק מיוחד,רביעי,2026-03-11,04:21:52,04:31:06,00:09:14,0.2,0.877272727,0.227979275,1.85,3.4,3.9,00:07:49,0.36,2,0.66,1.11,FALSE,מיוחד/מבזק,חדשות איי 24 - מבזק מיוחד,4,6. לילה מאוחר 02–05,9.233333333,7.816666667,1.0325,-0.8325,4.33,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24 ש.ח,רביעי,2026-03-11,04:31:06,04:32:45,00:01:39,0.12,0.877272727,0.136787565,1.07,2.4,2.4,00:02:00,0.4,2.21,0.67,0.95,TRUE,שידור חוזר,המהדורה המרכזית איי 24,4,6. לילה מאוחר 02–05,1.65,2,1.0575,-0.9375,4.35,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
מיוחד-מתקפה באיראן - לפנות בוקר ע.איי 24,רביעי,2026-03-11,04:32:45,04:51:48,00:19:03,0.13,0.877272727,0.148186528,1,2.5,5.1,00:09:19,0.29,2.93,0.83,1.13,FALSE,מיוחד/מבזק,מיוחד-מתקפה באיראן - לפנות בוקר ע.איי 24,4,6. לילה מאוחר 02–05,19.05,9.316666667,1.295,-1.165,5.31,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24 ש.ח,רביעי,2026-03-11,04:51:48,05:16:09,00:24:21,0.14,0.877272727,0.159585492,1.18,2.8,8.4,00:08:01,0.21,2.42,0.78,1.33,TRUE,שידור חוזר,המהדורה המרכזית איי 24,4,6. לילה מאוחר 02–05,24.35,8.016666667,1.185,-1.045,4.88,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדשות איי 24 - מבזק מיוחד,רביעי,2026-03-11,05:16:09,05:23:22,00:07:13,0.32,0.877272727,0.364766839,2.82,6.1,9.7,00:04:09,0.49,2.31,0.47,1.46,FALSE,מיוחד/מבזק,חדשות איי 24 - מבזק מיוחד,5,6. לילה מאוחר 02–05,7.216666667,4.15,1.1825,-0.8625,5.05,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
המהדורה המרכזית איי 24 ש.ח,רביעי,2026-03-11,05:23:22,05:32:31,00:09:09,0.22,0.877272727,0.250777202,1.95,5.2,7,00:06:28,0.52,1.91,0.8,1.3,TRUE,שידור חוזר,המהדורה המרכזית איי 24,5,6. לילה מאוחר 02–05,9.15,6.466666667,1.1325,-0.9125,4.75,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הישראלים איי 24 ש.ח,רביעי,2026-03-11,05:32:31,06:00:00,00:27:29,0.3,0.877272727,0.341968912,2.61,6,9.7,00:15:22,0.52,2.21,0.47,1.55,TRUE,שידור חוזר,הישראלים איי 24,5,6. לילה מאוחר 02–05,27.48333333,15.36666667,1.1875,-0.8875,5.05,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
הערביסטים לקט,רביעי,2026-03-11,06:00:00,07:00:00,01:00:00,0.3,0.877272727,0.341968912,2.18,5.2,16.8,00:18:42,0.33,2.98,1.33,2.18,TRUE,לקט,הערביסטים לקט,6,1. בוקר 06–09,60,18.7,1.705,-1.405,7.12,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
חדר החדשות איי 24,רביעי,2026-03-11,07:00:00,07:27:11,00:27:11,0.04,0.877272727,0.045595855,0.21,0.7,8.3,00:02:17,0.59,3.76,2.17,2.72,FALSE,שידור חי,חדר החדשות איי 24,7,1. בוקר 06–09,27.18333333,2.283333333,2.31,-2.27,9.28,חורף 2025-2026 (עלייה),—,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,מבצע שאגת הארי + זירת לבנון במבצע שאגת הארי,FALSE,TRUE,FALSE
